ticket_id,customer_id,segment,created_date,created_month,created_quarter,channel,category,priority,status,assigned_agent,resolution_hours,csat_score,region,industry
T00561,C0220,Mid-Market,2024-01-18,2024-01,Q1 2024,Chat,Performance & Stability,Medium,Closed,Marcus Johnson,44.0,4.5,EMEA,Media
T00562,C0046,Mid-Market,2024-10-27,2024-10,Q4 2024,Phone,User Management,High,Resolved,Sarah Chen,24.0,3.2,North America,Media
T00563,C0149,SMB,2024-03-06,2024-03,Q1 2024,Email,Positive Feedback,Medium,Closed,Emma Thompson,67.0,4.2,North America,Education
T00564,C0004,Mid-Market,2024-01-19,2024-01,Q1 2024,Email,Data & Reporting,Low,Closed,Sarah Chen,130.0,1.6,EMEA,Retail
T00565,C0079,Enterprise,2024-01-19,2024-01,Q1 2024,Email,Feature Request,Medium,Resolved,Emma Thompson,58.0,3.3,EMEA,Retail
T00566,C0027,Mid-Market,2024-08-14,2024-08,Q3 2024,Phone,User Management,Medium,Resolved,Priya Patel,28.0,2.2,APAC,Media
T00567,C0259,SMB,2023-05-02,2023-05,Q2 2023,Chat,Positive Feedback,Low,Resolved,Emma Thompson,47.0,1.8,LATAM,Manufacturing
T00568,C0006,Startup,2024-10-05,2024-10,Q4 2024,Self-Service Portal,Access & Authentication,Low,Open,Carlos Rivera,,,EMEA,Education
T00569,C0096,Mid-Market,2023-09-03,2023-09,Q3 2023,Phone,Billing & Payments,High,Closed,Priya Patel,12.0,2.7,APAC,Technology
T00570,C0012,Enterprise,2024-10-15,2024-10,Q4 2024,Chat,Access & Authentication,Medium,In Progress,Marcus Johnson,,,North America,Financial Services
T00571,C0254,Startup,2024-01-06,2024-01,Q1 2024,Chat,Access & Authentication,Low,Resolved,David Kim,120.0,4.2,EMEA,Manufacturing
T00572,C0083,Startup,2023-07-04,2023-07,Q3 2023,Chat,User Management,Medium,Closed,Sarah Chen,52.0,4.5,LATAM,Media
T00573,C0082,SMB,2024-06-18,2024-06,Q2 2024,Email,User Management,High,Open,James O'Brien,,,LATAM,Logistics
T00574,C0016,SMB,2023-12-02,2023-12,Q4 2023,Email,Access & Authentication,Medium,Resolved,David Kim,52.0,3.5,APAC,Financial Services
T00575,C0254,Startup,2024-03-22,2024-03,Q1 2024,Email,User Management,Medium,Closed,James O'Brien,21.0,3.0,EMEA,Manufacturing
T00576,C0250,Enterprise,2024-03-19,2024-03,Q1 2024,Email,Performance & Stability,Medium,In Progress,Carlos Rivera,,,EMEA,Manufacturing
T00577,C0033,Enterprise,2024-04-05,2024-04,Q2 2024,Chat,Access & Authentication,Medium,Resolved,Carlos Rivera,11.0,3.0,APAC,Technology
T00578,C0220,Mid-Market,2023-07-10,2023-07,Q3 2023,Chat,Access & Authentication,Medium,Closed,James O'Brien,48.0,3.7,EMEA,Media
T00579,C0239,SMB,2024-08-04,2024-08,Q3 2024,Email,Billing & Payments,High,In Progress,Emma Thompson,,,North America,Education
T00580,C0223,SMB,2023-11-22,2023-11,Q4 2023,Chat,Billing & Payments,Low,Closed,Carlos Rivera,139.0,2.0,LATAM,Technology
T00581,C0197,SMB,2023-08-31,2023-08,Q3 2023,Self-Service Portal,Data & Reporting,Medium,Closed,Sarah Chen,24.0,1.6,North America,Retail
T00582,C0173,Startup,2024-10-22,2024-10,Q4 2024,Chat,Integration & API,Low,Resolved,Carlos Rivera,44.0,3.2,EMEA,Education
T00583,C0253,SMB,2024-09-19,2024-09,Q3 2024,Chat,Data & Reporting,Low,Resolved,Sarah Chen,31.0,2.2,EMEA,Media
T00584,C0072,SMB,2023-04-18,2023-04,Q2 2023,Email,Feature Request,Medium,In Progress,Aisha Williams,,,APAC,Manufacturing
T00585,C0023,Mid-Market,2023-04-24,2023-04,Q2 2023,Chat,Access & Authentication,Medium,Closed,Carlos Rivera,25.0,1.9,LATAM,Media
T00586,C0076,SMB,2024-08-21,2024-08,Q3 2024,Chat,Integration & API,High,Resolved,Aisha Williams,12.0,3.2,LATAM,Logistics
T00587,C0152,SMB,2024-12-29,2024-12,Q4 2024,Phone,Performance & Stability,Low,Closed,Sarah Chen,150.0,1.7,APAC,Media
T00588,C0111,SMB,2024-04-24,2024-04,Q2 2024,Phone,Integration & API,Medium,Closed,Marcus Johnson,66.0,4.0,EMEA,Retail
T00589,C0067,SMB,2023-08-13,2023-08,Q3 2023,Chat,Product Education,Low,Closed,Aisha Williams,132.0,2.0,EMEA,Education
T00590,C0296,Enterprise,2024-10-25,2024-10,Q4 2024,Email,Integration & API,High,Open,David Kim,,,North America,Financial Services
T00591,C0272,Mid-Market,2024-04-08,2024-04,Q2 2024,Chat,Access & Authentication,Medium,In Progress,Carlos Rivera,,,APAC,Logistics
T00592,C0028,Enterprise,2024-03-27,2024-03,Q1 2024,Phone,Access & Authentication,Medium,Resolved,David Kim,59.0,3.3,EMEA,Manufacturing
T00593,C0266,Mid-Market,2024-03-19,2024-03,Q1 2024,Email,Access & Authentication,High,In Progress,Marcus Johnson,,,LATAM,Logistics
T00594,C0273,Enterprise,2023-04-14,2023-04,Q2 2023,Chat,Security & Compliance,Medium,Resolved,James O'Brien,71.0,2.0,North America,Education
T00595,C0178,SMB,2024-10-14,2024-10,Q4 2024,Email,Performance & Stability,Low,Resolved,Marcus Johnson,67.0,2.4,LATAM,Technology
T00596,C0086,SMB,2023-07-11,2023-07,Q3 2023,Phone,Integration & API,Low,Resolved,Sarah Chen,43.0,2.0,EMEA,Healthcare
T00597,C0181,Enterprise,2024-04-30,2024-04,Q2 2024,Email,Integration & API,High,Closed,Marcus Johnson,11.0,4.8,APAC,Education
T00598,C0052,Enterprise,2023-11-08,2023-11,Q4 2023,Self-Service Portal,Integration & API,Low,Resolved,Carlos Rivera,141.0,1.5,LATAM,Technology
T00599,C0155,SMB,2024-12-28,2024-12,Q4 2024,Self-Service Portal,Integration & API,Medium,Closed,Sarah Chen,42.0,3.7,APAC,Logistics
T00600,C0076,SMB,2024-02-25,2024-02,Q1 2024,Email,Product Education,Medium,Resolved,Emma Thompson,34.0,2.1,LATAM,Logistics
T00601,C0056,Mid-Market,2023-10-08,2023-10,Q4 2023,Self-Service Portal,Performance & Stability,Low,Closed,Emma Thompson,108.0,2.7,APAC,Technology
T00602,C0142,Mid-Market,2023-11-13,2023-11,Q4 2023,Phone,Performance & Stability,Low,In Progress,Marcus Johnson,,,EMEA,Retail
T00603,C0005,SMB,2024-05-25,2024-05,Q2 2024,Self-Service Portal,Integration & API,High,Resolved,Aisha Williams,13.0,2.7,LATAM,Financial Services
T00604,C0008,Mid-Market,2024-04-09,2024-04,Q2 2024,Email,Data & Reporting,Medium,Resolved,Carlos Rivera,8.0,3.3,North America,Manufacturing
T00605,C0146,Mid-Market,2024-05-29,2024-05,Q2 2024,Phone,Performance & Stability,Low,In Progress,James O'Brien,,,APAC,Healthcare
T00606,C0017,Mid-Market,2024-04-29,2024-04,Q2 2024,Chat,Positive Feedback,Medium,Closed,Emma Thompson,46.0,2.0,North America,Healthcare
T00607,C0166,SMB,2024-08-15,2024-08,Q3 2024,Chat,Feature Request,Medium,In Progress,Priya Patel,,,LATAM,Retail
T00608,C0193,Mid-Market,2024-03-23,2024-03,Q1 2024,Chat,Integration & API,Medium,Resolved,Emma Thompson,53.0,2.9,LATAM,Manufacturing
T00609,C0237,Mid-Market,2023-01-29,2023-01,Q1 2023,Phone,User Management,Medium,Resolved,Aisha Williams,55.0,3.4,EMEA,Technology
T00610,C0028,Enterprise,2024-02-07,2024-02,Q1 2024,Phone,Feature Request,Medium,Resolved,Marcus Johnson,15.0,5.0,EMEA,Manufacturing
T00611,C0171,Mid-Market,2024-08-31,2024-08,Q3 2024,Email,Data & Reporting,Medium,Open,David Kim,,,APAC,Retail
T00612,C0070,Mid-Market,2023-08-17,2023-08,Q3 2023,Email,Security & Compliance,Medium,Closed,Priya Patel,33.0,1.7,APAC,Media
T00613,C0062,SMB,2024-06-16,2024-06,Q2 2024,Phone,Billing & Payments,Medium,Resolved,Priya Patel,46.0,3.0,EMEA,Logistics
T00614,C0121,SMB,2024-07-13,2024-07,Q3 2024,Phone,Performance & Stability,Medium,In Progress,Priya Patel,,,North America,Education
T00615,C0124,Startup,2023-06-24,2023-06,Q2 2023,Chat,Feature Request,High,Resolved,Emma Thompson,22.0,4.5,LATAM,Healthcare
T00616,C0198,SMB,2024-12-15,2024-12,Q4 2024,Email,Data & Reporting,Medium,Resolved,David Kim,46.0,3.4,EMEA,Healthcare
T00617,C0022,SMB,2023-12-30,2023-12,Q4 2023,Email,Security & Compliance,Medium,In Progress,Marcus Johnson,,,EMEA,Logistics
T00618,C0090,Mid-Market,2024-11-02,2024-11,Q4 2024,Chat,Performance & Stability,Medium,Closed,David Kim,46.0,1.7,APAC,Logistics
T00619,C0193,Mid-Market,2024-04-28,2024-04,Q2 2024,Chat,Billing & Payments,Low,Resolved,Emma Thompson,113.0,3.3,LATAM,Manufacturing
T00620,C0035,Startup,2023-02-16,2023-02,Q1 2023,Phone,Feature Request,High,Resolved,Priya Patel,14.0,2.8,APAC,Retail
T00621,C0197,SMB,2024-03-06,2024-03,Q1 2024,Phone,Performance & Stability,High,Open,Carlos Rivera,,,North America,Retail
T00622,C0056,Mid-Market,2024-12-16,2024-12,Q4 2024,Chat,Access & Authentication,Medium,In Progress,James O'Brien,,,APAC,Technology
T00623,C0083,Startup,2024-03-20,2024-03,Q1 2024,Email,Positive Feedback,High,Closed,Carlos Rivera,10.0,5.0,LATAM,Media
T00624,C0209,Startup,2024-08-04,2024-08,Q3 2024,Phone,Access & Authentication,High,Closed,Carlos Rivera,10.0,4.0,LATAM,Logistics
T00625,C0287,Startup,2023-05-22,2023-05,Q2 2023,Email,Integration & API,Medium,Open,James O'Brien,,,APAC,Technology
T00626,C0027,Mid-Market,2024-09-07,2024-09,Q3 2024,Email,Access & Authentication,Low,Closed,Marcus Johnson,64.0,4.4,APAC,Media
T00627,C0274,SMB,2024-08-12,2024-08,Q3 2024,Email,Integration & API,Medium,Resolved,Sarah Chen,68.0,3.5,APAC,Media
T00628,C0174,SMB,2024-03-07,2024-03,Q1 2024,Email,Data & Reporting,Low,Resolved,Sarah Chen,150.0,1.7,North America,Retail
T00629,C0178,SMB,2023-03-14,2023-03,Q1 2023,Self-Service Portal,Feature Request,Low,Resolved,James O'Brien,50.0,1.6,LATAM,Technology
T00630,C0180,Mid-Market,2024-03-17,2024-03,Q1 2024,Email,Positive Feedback,Low,Closed,Sarah Chen,28.0,3.2,APAC,Healthcare
T00631,C0199,Enterprise,2024-01-22,2024-01,Q1 2024,Email,Integration & API,Medium,Resolved,Sarah Chen,32.0,2.8,EMEA,Retail
T00632,C0122,SMB,2023-08-26,2023-08,Q3 2023,Phone,Access & Authentication,Medium,Closed,Priya Patel,39.0,1.7,APAC,Logistics
T00633,C0225,Mid-Market,2023-07-04,2023-07,Q3 2023,Self-Service Portal,Data & Reporting,Medium,Closed,Marcus Johnson,58.0,3.5,APAC,Logistics
T00634,C0040,Startup,2023-09-14,2023-09,Q3 2023,Chat,Integration & API,Low,Closed,Aisha Williams,117.0,3.8,EMEA,Retail
T00635,C0126,Mid-Market,2024-06-23,2024-06,Q2 2024,Email,Feature Request,Medium,Closed,James O'Brien,18.0,5.0,North America,Technology
T00636,C0157,Mid-Market,2024-07-20,2024-07,Q3 2024,Email,Data & Reporting,Low,Closed,Sarah Chen,53.0,1.6,North America,Manufacturing
T00637,C0139,Startup,2023-10-12,2023-10,Q4 2023,Email,Data & Reporting,Low,Closed,Sarah Chen,121.0,2.7,APAC,Manufacturing
T00638,C0115,SMB,2023-07-30,2023-07,Q3 2023,Phone,Performance & Stability,Medium,Open,James O'Brien,,,LATAM,Financial Services
T00639,C0015,Startup,2023-12-16,2023-12,Q4 2023,Phone,Performance & Stability,Low,Closed,David Kim,97.0,4.1,North America,Retail
T00640,C0218,SMB,2024-08-09,2024-08,Q3 2024,Self-Service Portal,Feature Request,Medium,Resolved,Aisha Williams,9.0,4.9,EMEA,Manufacturing
T00641,C0044,SMB,2023-09-13,2023-09,Q3 2023,Chat,Data & Reporting,Medium,Resolved,Carlos Rivera,9.0,3.4,APAC,Media
T00642,C0136,SMB,2023-07-03,2023-07,Q3 2023,Email,Access & Authentication,Critical,Resolved,Carlos Rivera,4.0,3.3,LATAM,Education
T00643,C0033,Enterprise,2024-03-27,2024-03,Q1 2024,Self-Service Portal,Feature Request,Medium,In Progress,Marcus Johnson,,,APAC,Technology
T00644,C0020,Mid-Market,2023-07-08,2023-07,Q3 2023,Email,Security & Compliance,Medium,Closed,Carlos Rivera,40.0,3.5,EMEA,Technology
T00645,C0277,SMB,2023-02-15,2023-02,Q1 2023,Chat,Data & Reporting,High,Resolved,Emma Thompson,10.0,5.0,North America,Media
T00646,C0037,SMB,2024-10-19,2024-10,Q4 2024,Chat,Data & Reporting,Critical,Resolved,Aisha Williams,7.0,5.0,EMEA,Manufacturing
T00647,C0016,SMB,2023-06-14,2023-06,Q2 2023,Chat,Data & Reporting,High,In Progress,Emma Thompson,,,APAC,Financial Services
T00648,C0299,SMB,2023-02-03,2023-02,Q1 2023,Chat,Billing & Payments,Low,Closed,Marcus Johnson,164.0,3.7,North America,Media
T00649,C0271,SMB,2023-02-22,2023-02,Q1 2023,Email,Performance & Stability,Medium,In Progress,Carlos Rivera,,,North America,Retail
T00650,C0119,SMB,2024-04-11,2024-04,Q2 2024,Chat,Product Education,Medium,Closed,Marcus Johnson,18.0,4.2,EMEA,Healthcare
T00651,C0186,SMB,2024-10-31,2024-10,Q4 2024,Email,Billing & Payments,Low,Closed,Priya Patel,128.0,3.5,LATAM,Healthcare
T00652,C0134,Mid-Market,2023-10-21,2023-10,Q4 2023,Chat,Access & Authentication,Medium,In Progress,David Kim,,,LATAM,Manufacturing
T00653,C0008,Mid-Market,2023-06-20,2023-06,Q2 2023,Self-Service Portal,Data & Reporting,Medium,Closed,Marcus Johnson,63.0,3.6,North America,Manufacturing
T00654,C0068,Startup,2024-06-11,2024-06,Q2 2024,Email,Data & Reporting,Medium,Resolved,Carlos Rivera,23.0,5.0,North America,Healthcare
T00655,C0056,Mid-Market,2023-02-16,2023-02,Q1 2023,Self-Service Portal,User Management,Low,Resolved,Marcus Johnson,58.0,3.7,APAC,Technology
T00656,C0078,Mid-Market,2023-01-08,2023-01,Q1 2023,Chat,Data & Reporting,Medium,Resolved,Sarah Chen,37.0,3.0,APAC,Logistics
T00657,C0289,SMB,2024-06-14,2024-06,Q2 2024,Email,Integration & API,Low,Resolved,Aisha Williams,77.0,2.8,LATAM,Healthcare
T00658,C0295,SMB,2024-09-22,2024-09,Q3 2024,Email,Data & Reporting,High,Resolved,Marcus Johnson,9.0,5.0,APAC,Logistics
T00659,C0119,SMB,2024-11-13,2024-11,Q4 2024,Chat,Access & Authentication,Medium,In Progress,David Kim,,,EMEA,Healthcare
T00660,C0014,SMB,2024-01-14,2024-01,Q1 2024,Phone,User Management,Medium,Resolved,Emma Thompson,22.0,3.8,North America,Education
T00661,C0253,SMB,2023-09-27,2023-09,Q3 2023,Phone,Access & Authentication,Medium,Closed,Carlos Rivera,17.0,3.0,EMEA,Media
T00662,C0142,Mid-Market,2024-04-09,2024-04,Q2 2024,Phone,Integration & API,Low,Resolved,Sarah Chen,157.0,2.5,EMEA,Retail
T00663,C0005,SMB,2023-09-09,2023-09,Q3 2023,Phone,Data & Reporting,Low,Resolved,James O'Brien,151.0,2.3,LATAM,Financial Services
T00664,C0046,Mid-Market,2024-06-12,2024-06,Q2 2024,Chat,Billing & Payments,Medium,Resolved,James O'Brien,61.0,3.3,North America,Media
T00665,C0179,Startup,2024-05-10,2024-05,Q2 2024,Phone,User Management,Low,Closed,Aisha Williams,115.0,3.1,LATAM,Financial Services
T00666,C0050,Mid-Market,2023-08-13,2023-08,Q3 2023,Chat,Security & Compliance,Low,Resolved,Carlos Rivera,69.0,2.9,LATAM,Education
T00667,C0059,Enterprise,2023-12-22,2023-12,Q4 2023,Chat,Feature Request,Low,Closed,Aisha Williams,84.0,1.6,LATAM,Media
T00668,C0260,SMB,2023-08-09,2023-08,Q3 2023,Phone,Performance & Stability,Medium,Resolved,Aisha Williams,59.0,4.2,LATAM,Logistics
T00669,C0249,SMB,2023-08-13,2023-08,Q3 2023,Chat,Positive Feedback,Medium,Resolved,Carlos Rivera,34.0,4.3,EMEA,Financial Services
T00670,C0067,SMB,2024-09-11,2024-09,Q3 2024,Chat,User Management,Critical,Closed,Carlos Rivera,6.0,4.1,EMEA,Education
T00671,C0275,Enterprise,2023-07-23,2023-07,Q3 2023,Email,Integration & API,Low,Closed,James O'Brien,79.0,3.2,EMEA,Media
T00672,C0007,Startup,2023-02-06,2023-02,Q1 2023,Chat,User Management,High,Resolved,James O'Brien,13.0,3.2,LATAM,Healthcare
T00673,C0018,SMB,2023-10-06,2023-10,Q4 2023,Chat,Positive Feedback,Medium,Closed,Emma Thompson,17.0,4.0,APAC,Retail
T00674,C0011,Mid-Market,2023-01-16,2023-01,Q1 2023,Email,Performance & Stability,Low,Resolved,Sarah Chen,106.0,2.8,LATAM,Manufacturing
T00675,C0155,SMB,2023-10-08,2023-10,Q4 2023,Chat,Access & Authentication,Low,Resolved,David Kim,128.0,3.2,APAC,Logistics
T00676,C0146,Mid-Market,2024-12-20,2024-12,Q4 2024,Chat,Data & Reporting,Critical,Resolved,Sarah Chen,6.0,3.2,APAC,Healthcare
T00677,C0204,SMB,2023-08-26,2023-08,Q3 2023,Email,Integration & API,High,In Progress,David Kim,,,LATAM,Manufacturing
T00678,C0128,SMB,2023-03-27,2023-03,Q1 2023,Phone,Performance & Stability,Medium,Resolved,Carlos Rivera,71.0,2.7,APAC,Technology
T00679,C0078,Mid-Market,2023-02-07,2023-02,Q1 2023,Email,Performance & Stability,Medium,Resolved,James O'Brien,71.0,4.4,APAC,Logistics
T00680,C0165,Enterprise,2024-04-17,2024-04,Q2 2024,Self-Service Portal,Integration & API,Low,Open,Priya Patel,,,EMEA,Retail
T00681,C0007,Startup,2023-06-15,2023-06,Q2 2023,Self-Service Portal,Access & Authentication,High,In Progress,David Kim,,,LATAM,Healthcare
T00682,C0072,SMB,2024-07-14,2024-07,Q3 2024,Self-Service Portal,Access & Authentication,High,Closed,Priya Patel,20.0,4.2,APAC,Manufacturing
T00683,C0073,SMB,2023-10-25,2023-10,Q4 2023,Phone,Billing & Payments,Medium,Resolved,Priya Patel,67.0,4.3,APAC,Media
T00684,C0085,SMB,2024-06-20,2024-06,Q2 2024,Email,Integration & API,Medium,Resolved,David Kim,32.0,3.6,LATAM,Media
T00685,C0170,Startup,2023-04-07,2023-04,Q2 2023,Chat,Integration & API,High,Resolved,Emma Thompson,15.0,3.3,LATAM,Financial Services
T00686,C0300,SMB,2023-11-10,2023-11,Q4 2023,Chat,Feature Request,Low,Resolved,Aisha Williams,50.0,3.7,APAC,Retail
T00687,C0092,Startup,2023-09-27,2023-09,Q3 2023,Chat,Access & Authentication,Medium,Resolved,James O'Brien,68.0,2.0,North America,Manufacturing
T00688,C0111,SMB,2023-04-04,2023-04,Q2 2023,Email,Billing & Payments,Medium,Open,David Kim,,,EMEA,Retail
T00689,C0168,SMB,2023-11-06,2023-11,Q4 2023,Chat,Access & Authentication,Medium,Resolved,Marcus Johnson,47.0,2.5,EMEA,Logistics
T00690,C0110,Mid-Market,2023-06-20,2023-06,Q2 2023,Chat,Data & Reporting,High,Resolved,Carlos Rivera,7.0,3.0,EMEA,Media
T00691,C0239,SMB,2024-11-17,2024-11,Q4 2024,Self-Service Portal,Integration & API,Medium,Closed,Sarah Chen,55.0,4.3,North America,Education
T00692,C0101,SMB,2024-03-28,2024-03,Q1 2024,Email,Billing & Payments,Medium,Closed,Aisha Williams,9.0,2.6,APAC,Media
T00693,C0246,Startup,2024-02-12,2024-02,Q1 2024,Email,Feature Request,Medium,Resolved,Marcus Johnson,66.0,2.0,APAC,Financial Services
T00694,C0020,Mid-Market,2024-01-14,2024-01,Q1 2024,Phone,Security & Compliance,High,Closed,Sarah Chen,6.0,2.7,EMEA,Technology
T00695,C0161,SMB,2023-04-10,2023-04,Q2 2023,Chat,Product Education,High,Open,Sarah Chen,,,North America,Education
T00696,C0207,SMB,2024-03-02,2024-03,Q1 2024,Phone,Access & Authentication,High,In Progress,Sarah Chen,,,LATAM,Manufacturing
T00697,C0142,Mid-Market,2024-09-15,2024-09,Q3 2024,Phone,Integration & API,High,Closed,Carlos Rivera,13.0,3.6,EMEA,Retail
T00698,C0239,SMB,2024-08-04,2024-08,Q3 2024,Email,Performance & Stability,Medium,Open,Priya Patel,,,North America,Education
T00699,C0006,Startup,2023-08-11,2023-08,Q3 2023,Self-Service Portal,Integration & API,Low,Resolved,Aisha Williams,37.0,2.6,EMEA,Education
T00700,C0092,Startup,2023-10-13,2023-10,Q4 2023,Email,Data & Reporting,High,Closed,David Kim,13.0,3.3,North America,Manufacturing
T00701,C0182,Enterprise,2024-08-15,2024-08,Q3 2024,Phone,Positive Feedback,Medium,Resolved,James O'Brien,57.0,3.1,North America,Logistics
T00702,C0223,SMB,2023-12-22,2023-12,Q4 2023,Email,Feature Request,Medium,Closed,Aisha Williams,34.0,2.2,LATAM,Technology
T00703,C0017,Mid-Market,2023-04-29,2023-04,Q2 2023,Chat,Performance & Stability,Medium,Resolved,Carlos Rivera,12.0,4.6,North America,Healthcare
T00704,C0005,SMB,2023-06-12,2023-06,Q2 2023,Email,Data & Reporting,Medium,Closed,Sarah Chen,67.0,2.1,LATAM,Financial Services
T00705,C0225,Mid-Market,2024-09-23,2024-09,Q3 2024,Chat,Performance & Stability,Medium,Closed,Aisha Williams,51.0,3.5,APAC,Logistics
T00706,C0021,Startup,2023-08-28,2023-08,Q3 2023,Self-Service Portal,Integration & API,Low,Resolved,James O'Brien,100.0,4.2,North America,Education
T00707,C0291,SMB,2023-05-23,2023-05,Q2 2023,Self-Service Portal,Data & Reporting,Low,Resolved,Sarah Chen,125.0,2.0,North America,Education
T00708,C0076,SMB,2023-07-25,2023-07,Q3 2023,Self-Service Portal,Data & Reporting,High,Resolved,Carlos Rivera,8.0,3.9,LATAM,Logistics
T00709,C0052,Enterprise,2024-04-27,2024-04,Q2 2024,Chat,Data & Reporting,High,Resolved,Priya Patel,11.0,2.9,LATAM,Technology
T00710,C0205,Enterprise,2023-12-01,2023-12,Q4 2023,Chat,Feature Request,Low,Resolved,Priya Patel,80.0,4.2,LATAM,Media
T00711,C0121,SMB,2024-01-13,2024-01,Q1 2024,Chat,Integration & API,Critical,Resolved,Sarah Chen,2.0,4.0,North America,Education
T00712,C0109,SMB,2023-11-06,2023-11,Q4 2023,Chat,Data & Reporting,Medium,Resolved,Emma Thompson,12.0,5.0,North America,Financial Services
T00713,C0092,Startup,2023-06-17,2023-06,Q2 2023,Phone,Integration & API,High,Resolved,Priya Patel,24.0,2.0,North America,Manufacturing
T00714,C0295,SMB,2024-06-03,2024-06,Q2 2024,Self-Service Portal,Integration & API,Medium,Resolved,Marcus Johnson,62.0,3.7,APAC,Logistics
T00715,C0231,Mid-Market,2024-05-29,2024-05,Q2 2024,Chat,Integration & API,Medium,Resolved,Carlos Rivera,57.0,2.0,EMEA,Logistics
T00716,C0133,Enterprise,2023-07-22,2023-07,Q3 2023,Chat,Performance & Stability,Low,Resolved,Carlos Rivera,141.0,2.6,APAC,Healthcare
T00717,C0130,Enterprise,2024-03-11,2024-03,Q1 2024,Chat,Data & Reporting,Low,In Progress,Carlos Rivera,,,EMEA,Financial Services
T00718,C0153,SMB,2024-10-13,2024-10,Q4 2024,Chat,Access & Authentication,Low,Resolved,David Kim,56.0,3.7,APAC,Technology
T00719,C0221,SMB,2023-10-09,2023-10,Q4 2023,Phone,Feature Request,High,Closed,Priya Patel,5.0,3.6,APAC,Technology
T00720,C0052,Enterprise,2024-01-27,2024-01,Q1 2024,Phone,Access & Authentication,Low,Resolved,Emma Thompson,44.0,4.0,LATAM,Technology
T00721,C0060,Startup,2023-07-16,2023-07,Q3 2023,Chat,Product Education,Medium,Closed,Emma Thompson,68.0,3.8,LATAM,Manufacturing
T00722,C0141,Startup,2024-12-06,2024-12,Q4 2024,Chat,Integration & API,Critical,In Progress,James O'Brien,,,APAC,Financial Services
T00723,C0010,Enterprise,2024-02-29,2024-02,Q1 2024,Phone,Data & Reporting,Medium,Resolved,James O'Brien,36.0,3.6,EMEA,Education
T00724,C0033,Enterprise,2024-09-18,2024-09,Q3 2024,Chat,Feature Request,Low,Resolved,Sarah Chen,145.0,4.3,APAC,Technology
T00725,C0176,Enterprise,2023-12-15,2023-12,Q4 2023,Self-Service Portal,Positive Feedback,High,Resolved,Marcus Johnson,16.0,2.6,EMEA,Manufacturing
T00726,C0250,Enterprise,2024-07-28,2024-07,Q3 2024,Chat,Billing & Payments,Low,Resolved,Priya Patel,31.0,2.0,EMEA,Manufacturing
T00727,C0181,Enterprise,2024-08-01,2024-08,Q3 2024,Self-Service Portal,Product Education,Critical,Resolved,Marcus Johnson,8.0,2.9,APAC,Education
T00728,C0050,Mid-Market,2024-02-10,2024-02,Q1 2024,Email,Product Education,Medium,In Progress,James O'Brien,,,LATAM,Education
T00729,C0215,Startup,2024-09-05,2024-09,Q3 2024,Phone,Positive Feedback,Medium,Resolved,David Kim,58.0,4.1,EMEA,Logistics
T00730,C0238,Mid-Market,2023-10-21,2023-10,Q4 2023,Email,User Management,High,Resolved,Emma Thompson,18.0,3.7,EMEA,Logistics
T00731,C0215,Startup,2024-02-25,2024-02,Q1 2024,Chat,Access & Authentication,High,Resolved,James O'Brien,23.0,3.5,EMEA,Logistics
T00732,C0086,SMB,2024-08-05,2024-08,Q3 2024,Email,Feature Request,Low,Resolved,James O'Brien,65.0,2.9,EMEA,Healthcare
T00733,C0090,Mid-Market,2024-04-28,2024-04,Q2 2024,Email,Billing & Payments,High,Open,James O'Brien,,,APAC,Logistics
T00734,C0091,SMB,2024-04-17,2024-04,Q2 2024,Email,Access & Authentication,Medium,Closed,Sarah Chen,67.0,1.5,APAC,Media
T00735,C0209,Startup,2024-06-16,2024-06,Q2 2024,Self-Service Portal,Data & Reporting,Low,Closed,Sarah Chen,136.0,2.9,LATAM,Logistics
T00736,C0150,Startup,2024-02-12,2024-02,Q1 2024,Self-Service Portal,Access & Authentication,Medium,Resolved,Aisha Williams,23.0,2.9,LATAM,Media
T00737,C0297,Startup,2023-04-25,2023-04,Q2 2023,Email,Data & Reporting,Medium,In Progress,Carlos Rivera,,,EMEA,Technology
T00738,C0038,Enterprise,2024-04-14,2024-04,Q2 2024,Email,Feature Request,Low,Resolved,Priya Patel,94.0,3.3,North America,Retail
T00739,C0076,SMB,2024-06-18,2024-06,Q2 2024,Chat,Billing & Payments,Medium,Resolved,Aisha Williams,47.0,3.6,LATAM,Logistics
T00740,C0080,Startup,2024-12-12,2024-12,Q4 2024,Email,Performance & Stability,Low,In Progress,Sarah Chen,,,APAC,Technology
T00741,C0133,Enterprise,2024-01-08,2024-01,Q1 2024,Chat,Feature Request,Low,Resolved,Carlos Rivera,152.0,2.4,APAC,Healthcare
T00742,C0194,Enterprise,2024-05-11,2024-05,Q2 2024,Chat,Security & Compliance,Medium,Resolved,Priya Patel,36.0,2.1,LATAM,Healthcare
T00743,C0143,Enterprise,2024-09-15,2024-09,Q3 2024,Chat,Access & Authentication,High,Resolved,Sarah Chen,20.0,3.6,LATAM,Technology
T00744,C0205,Enterprise,2024-10-03,2024-10,Q4 2024,Self-Service Portal,Integration & API,Medium,Closed,Aisha Williams,65.0,2.2,LATAM,Media
T00745,C0094,Startup,2024-12-07,2024-12,Q4 2024,Chat,Data & Reporting,Medium,Open,James O'Brien,,,LATAM,Education
